		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
111101000   25   23   23   19   38   24   20   27 10.366790 0.240220 SUCCESS 136
111101010   15   16   21   22   27   20   26   17 10.997657 0.201832 SUCCESS 137
111101100   15   22   34   21   30   19   28   27 11.781441 0.161225 SUCCESS 138
111101110   30   29   14   28   29   20   26   34 13.088189 0.108851 SUCCESS 139
111110000   26   24   25   27   19   21   20   27  3.247859 0.917854 SUCCESS 140
111110010   18   29   28   29   17   28   23   23  7.112497 0.524545 SUCCESS 141
111110100   21   17   25   33   32   22   22   22  9.137493 0.330830 SUCCESS 142
111110110   24   24   30   15   24   28   25   19  6.891396 0.548394 SUCCESS 143
111111000   24   24   26   36   27   22   21   36 12.546689 0.128428 SUCCESS 144
111111010   22   11   23   22   31   20   29   20 12.558605 0.127966 SUCCESS 145
111111100   17   28   30   32   24   17   22   33 12.350081 0.136254 SUCCESS 146
111111110   18   29   36   26   18   20   25   27 11.298857 0.185334 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   18   22   25   33   20   26   33   19 10.425706 0.236408 SUCCESS   0
000000011   21   25   35   32   22   21   30   29 10.673948 0.220867 SUCCESS   1
000000101   25   13   22   22   31   20   25   12 15.201228 0.055349 SUCCESS   2
000000111   25   28   29   27   28   22   24   24  2.555428 0.959096 SUCCESS   3
000001001   23   24   19   31   21   19   23   18  6.711999 0.568000 SUCCESS   4
000001011   28   20   22   27   26   23   28   16  5.629000 0.688710 SUCCESS   5
000001101   14   20   29   36   26   23   37   25 18.934794 0.015212 SUCCESS   6
000001111   24   25   29   24   20   28   27   23  2.664655 0.953610 SUCCESS   7
000010001   22   21   19   22   25   32   27   18  6.696112 0.569746 SUCCESS   8
000010011   23   19   25   25   17   16   22   23  6.982087 0.538567 SUCCESS   9
000010101   25   25   27   20   36   21   21   25  7.833393 0.449912 SUCCESS  10
000010111   26   25   17   25   17   24   27   18  6.805339 0.557774 SUCCESS  11
000011001   27   20   21   22   21   27   28   24  3.171731 0.923123 SUCCESS  12
000011011   27   14   23   28   26   26   30   29  7.943944 0.438965 SUCCESS  13
000011101   33   34   26   32   27   21   22   26 10.725583 0.217738 SUCCESS  14
000011111   24   26   31   32   22   29   22   19  7.029088 0.533498 SUCCESS  15
000100011   20   20   22   25   20   30   28   26  4.705539 0.788535 SUCCESS  16
000100101   21   27   21   21   17   25   29   19  6.220810 0.622513 SUCCESS  17
000100111   32   27   26   27   19   13   25   30 11.214124 0.189859 SUCCESS  18
000101001   30   21   22   27   26   38   13   19 17.034912 0.029748 SUCCESS  19
000101011   25   24   25   16   30   20   25   29  6.087090 0.637477 SUCCESS  20
000101101   20   32   19   25   31   27   26   23  6.842409 0.553727 SUCCESS  21
000101111   22   22   20   25   21   30   30   24  4.477156 0.811714 SUCCESS  22
000110011   32   11   21   28   24   23   22   19 12.660550 0.124075 SUCCESS  23
000110101   20   29   20   26   29   29   29   27  5.623043 0.689373 SUCCESS  24
000110111   30   18   29   23   18   22   20   19  8.076340 0.426049 SUCCESS  25
000111001   22   32   22   26   23   16   34   39 19.053951 0.014574 SUCCESS  26
000111011   30   23   25   22   32   25   23   27  4.504297 0.809003 SUCCESS  27
000111101   21   36   27   16   30   28   31   26 13.300684 0.101914 SUCCESS  28
000111111   17   27   28   33   16   31   26   23 11.316069 0.184425 SUCCESS  29
001000011   16   31   29   27   20   24   26   26  7.062187 0.529938 SUCCESS  30
001000101   20   23   24   16   25   35   28   28  9.773656 0.281273 SUCCESS  31
001000111   24   26   24   24   30   30   27   27  3.361058 0.909701 SUCCESS  32
001001011   11   28   25   25   22   28   35   23 13.823648 0.086479 SUCCESS  33
001001101   27   22   21   31   22   27   21   26  3.994572 0.857613 SUCCESS  34
001001111   43   24   24   22   18   18   26   23 18.577325 0.017291 SUCCESS  35
001010011   29   32   23   24   24   30   18   20  7.324993 0.502008 SUCCESS  36
001010101   22   27   28   19   29   20   27   33  7.452755 0.488662 SUCCESS  37
001010111   28   22   22   23   33   26   19   25  5.613113 0.690478 SUCCESS  38
001011011   23   21   27   19   34   16   28   34 13.443010 0.097489 SUCCESS  39
001011101   28   25   24   25   27   21   18   28  3.647033 0.887484 SUCCESS  40
001011111   15   25   22   22   23   27   31   22  6.704718 0.568800 SUCCESS  41
001100101   25   30   17   27   19   29   26   19  7.425614 0.491483 SUCCESS  42
001100111   22   19   20   24   25   26   20   24  3.255141 0.917341 SUCCESS  43
001101011   20   29   22   28   26   28   31   28  5.564126 0.695925 SUCCESS  44
001101101   25   25   19   33   27   32   26   28  7.793012 0.453946 SUCCESS  45
001101111   23   21   17   20   24   29   26   23  4.806160 0.778079 SUCCESS  46
001110101   25   33   31   24   21   15   28   27 10.070885 0.260086 SUCCESS  47
001110111   32   11   32   20   35   18   19   28 21.601911 0.005709 FAILURE  48
001111011   34   30   26   17   39   24   24   23 16.791966 0.032350 SUCCESS  49
001111101   28   25   28   32   29   26   18   23  6.385643 0.604118 SUCCESS  50
001111111   13   25   28   31   17   32   32   20 15.950589 0.043093 SUCCESS  51
010000011   32   30   37   31   25   22   28   19 14.394937 0.072035 SUCCESS  52
010000111   21   29   25   28   24   25   33   27  5.394660 0.714681 SUCCESS  53
010001011   27   26   20   16   17   29   24   30  8.755531 0.363337 SUCCESS  54
010001111   18   28   30   26   27   28   29   26  5.564126 0.695925 SUCCESS  55
010010011   32   20   28   26   22   24   19   22  5.654818 0.685834 SUCCESS  56
010010111   17   27   23   23   24   28   24   21  3.823781 0.872662 SUCCESS  57
010011011   26   31   21   33   21   27   24   25  6.377038 0.605077 SUCCESS  58
010011111   27   32   35   24   21   24   27   25  8.301413 0.404595 SUCCESS  59
010100011   27   29   24   32   28   26   18   26  6.140049 0.631548 SUCCESS  60
010100111   18   27   28   20   25   40   22   22 14.205611 0.076561 SUCCESS  61
010101011   25   28   21   20   24   18   25   30  4.959739 0.761871 SUCCESS  62
010101111   20   32   18   24   26   22   25   30  6.706042 0.568655 SUCCESS  63
010110011   27   24   25   19   23   24   29   27  2.816910 0.945317 SUCCESS  64
010110111   21   30   25   18   35   19   26   22  9.917306 0.270878 SUCCESS  65
010111011   36   27   20   26   26   26   18   25  8.884617 0.352123 SUCCESS  66
010111111   14   24   18   19   20   19   29   30 11.837709 0.158593 SUCCESS  67
011000111   21   20   24   21   25   19   22   20  4.118363 0.846290 SUCCESS  68
011001111   21   22   28   22   27   28   20   25  3.197549 0.921355 SUCCESS  69
011010111   19   33   18   21   26   31   28   25  9.113000 0.332853 SUCCESS  70
011011111   19   16   13   14   32   24   26   22 17.115674 0.028927 SUCCESS  71
011101111   30   12   24   18   36   13   17   31 24.955501 0.001582 FAILURE  72
011111111   16   22   20   24   24   30   26   22  5.746833 0.675566 SUCCESS  73
100000000   18   22   25   33   20   26   33   19 10.425706 0.236408 SUCCESS  74
100010000   22   21   23   24   33   28   22   28  5.299996 0.725083 SUCCESS  75
100100000   28   18   25   30   25   21   27   21  4.909428 0.767211 SUCCESS  76
100101000   23   25   23   30   16   21   23   29  5.967934 0.650824 SUCCESS  77
100110000   27   23   19   27   11   22   26   24  9.855741 0.275297 SUCCESS  78
100111000   28   17   31   21   22   18   31   27  9.315566 0.316379 SUCCESS  79
101000000   22   16   22   24   20   16   36   21 13.482067 0.096305 SUCCESS  80
101000100   23   34   23   29   23   31   27   28  7.734096 0.459866 SUCCESS  81
101001000   27   20   23   30   23   28   20   28  4.520184 0.807410 SUCCESS  82
101001100   23   29   22   27   13   20   20   22  8.897857 0.350986 SUCCESS  83
101010000   25   34   30   25   27   25   27   18  7.589123 0.474598 SUCCESS  84
101010100   25   28   26   26   23   31   30   25  4.056136 0.852023 SUCCESS  85
101011000   16   19   24   20   36   32   26   27 13.595265 0.092944 SUCCESS  86
101011100   25   27   28   31   25   28   28   26  3.921093 0.864172 SUCCESS  87
101100000   28   22   23   29   26   24   27   20  2.994983 0.934672 SUCCESS  88
101100100   26   24   17   28   29   27   23   32  6.698760 0.569455 SUCCESS  89
101101000   27   26   21   28   22   34   30   26  7.021806 0.534282 SUCCESS  90
101101100   30   31   25   17   31   16   23   25 10.442917 0.235304 SUCCESS  91
101110000   27   34   27   28   25   24   19   25  6.300910 0.613565 SUCCESS  92
101110100   26   22   23   22   22   25   26   21  1.535979 0.992094 SUCCESS  93
101111000   23   22   24   33   26   22   25   30  5.164953 0.739809 SUCCESS  94
101111100   25   35   19   20   31   22   30   27 10.537581 0.229301 SUCCESS  95
110000000   24   29   29   32   22   21   26   21  5.580014 0.694160 SUCCESS  96
110000010   24   29   21   32   22   18   23   18  7.636785 0.469729 SUCCESS  97
110000100   18   18   26   20   25   26   25   27  4.823371 0.776277 SUCCESS  98
110001000   22   19   25   20   28   28   24   32  5.867313 0.662092 SUCCESS  99
110001010   29   29   27   26   22   23   24   29  3.419974 0.905311 SUCCESS 100
110010000   27   26   34   22   15   28   29   24  9.740557 0.283710 SUCCESS 101
110010010   19   17   23   23   23   18   23   29  6.516715 0.589554 SUCCESS 102
110010100   18   28   23   26   26   28   21   28  4.172645 0.841220 SUCCESS 103
110011000   27   25   22   20   20   21   27   27  3.247859 0.917854 SUCCESS 104
110011010   18   20   31   17   26   31   23   20  9.577048 0.295974 SUCCESS 105
110100000   27   23   25   23   19   23   35   18  8.281553 0.406462 SUCCESS 106
110100010   27   31   21   26   25   36   23   24  8.538402 0.382717 SUCCESS 107
110100100   23   22   30   31   28   24   25   25  4.089235 0.848984 SUCCESS 108
110101000   32   32   21   23   19   23   23   25  6.884114 0.549186 SUCCESS 109
110101010   28   29   19   27   18   29   28   22  6.392925 0.603307 SUCCESS 110
110101100   24   21   26   29   36   29   23   24  8.190862 0.415052 SUCCESS 111
110110000   28   25   25   22   39   13   31   21 17.696892 0.023617 SUCCESS 112
110110010   25   23   23   23   17   29   25   30  4.824695 0.776138 SUCCESS 113
110110100   24   23   30   35   22   29   25   26  7.445473 0.489418 SUCCESS 114
110111000   30   30   25   30   25   25   18   30  7.097934 0.526104 SUCCESS 115
110111010   28   18   32   28   18   27   27   21  8.078988 0.425793 SUCCESS 116
110111100   23   26   28   23   28   23   17   22  4.019066 0.855399 SUCCESS 117
111000000   15   32   33   31   20   26   28   23 12.732044 0.121408 SUCCESS 118
111000010   20   17   24   23   32   18   19   22  8.889251 0.351725 SUCCESS 119
111000100   27   27   22   23   25   18   21   29  4.036277 0.853836 SUCCESS 120
111000110   30   17   19   23   22   18   28   23  7.576545 0.475887 SUCCESS 121
111001000   26   18   27   23   18   27   32   22  6.925819 0.544657 SUCCESS 122
111001010   15   25   20   31   31   25   20   24  9.111676 0.332963 SUCCESS 123
111001100   23   27   28   24   18   33   30   20  7.943944 0.438965 SUCCESS 124
111010000   25   20   19   10   18   34   27   24 16.786670 0.032409 SUCCESS 125
111010010   28   17   29   29   19   27   30   19  8.748249 0.363977 SUCCESS 126
111010100   24   34   24   20   20   21   26   26  6.265163 0.617556 SUCCESS 127
111010110   20   25   25   26   36   24   21   21  7.646715 0.468718 SUCCESS 128
111011000   21   26   21   22   33   15   32   24 10.662695 0.221553 SUCCESS 129
111011010   33   32   28   16   29   20   21   18 13.061048 0.109766 SUCCESS 130
111011100   28   19   34   21   37   23   22   30 14.563080 0.068219 SUCCESS 131
111100000   18   29   22   29   26   18   19   25  6.865579 0.551203 SUCCESS 132
111100010   20   28   23   25   25   19   25   30  4.062094 0.851478 SUCCESS 133
111100100   27   19   32   25   21   30   28   18  8.087593 0.424961 SUCCESS 134
111100110   23   29   37   18   25   36   26   24 15.275370 0.054007 SUCCESS 135
111101000   21   21   25   15   25   22   33   25  8.145186 0.419418 SUCCESS 136
111101010   26   36   20   22   20   27   26   23  8.172327 0.416820 SUCCESS 137
111101100   23   23   23   17   32   28   25   30  6.909931 0.546381 SUCCESS 138
111101110   26   24   27   24   24   26   28   28  1.623361 0.990465 SUCCESS 139
111110000   22   29   18   21   26   21   16   22  7.194583 0.515792 SUCCESS 140
111110010   26   24   17   31   26   22   28   24  5.189446 0.737149 SUCCESS 141
111110100   24   20   23   25   21   22   25   22  1.916618 0.983462 SUCCESS 142
111110110   22   20   22   15   25   25   23   25  5.178192 0.738372 SUCCESS 143
111111000   23   19   10   29   20   14   25   23 16.496723 0.035798 SUCCESS 144
111111010   21   28   17   20   23   27   28   24  5.103388 0.746471 SUCCESS 145
111111100   17   19   20   25   22   20   26   26  5.669381 0.684210 SUCCESS 146
111111110   16   22   20   24   24   30   26   22  5.746833 0.675566 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   19   38   24   16   22   24   18   24 14.059313 0.080232 SUCCESS   0
000000011   21   28   27   22   17   23   23   12 10.566708 0.227479 SUCCESS   1
000000101   23   36   17   18   25   24   17   22 12.423561 0.133282 SUCCESS   2
000000111   28   22   21   24   19   22   26   20  3.696019 0.883456 SUCCESS   3
000001001   21   24   25   20   21   17   18   29  6.770916 0.561539 SUCCESS   4
000001011   28   33   24   22   23   26   20   29  5.842820 0.664833 SUCCESS   5
000001101   18   26   25   27   23   31   24   20  4.900823 0.768122 SUCCESS   6
000001111   26   19   24   14   30   23   26   22  7.695701 0.463745 SUCCESS   7
000010001   36   22   25   25   21   26   18   21  8.798560 0.359573 SUCCESS   8
000010011   25   19   26   22   16   16   21   17 10.387311 0.238887 SUCCESS   9
000010101   31   27   18   16   18   18   22   29 11.465676 0.176683 SUCCESS  10
000010111   22   26   35   21   29   25   26   33  9.759092 0.282343 SUCCESS  11
000011001   24   25   26   25   28   25   28   30  2.589851 0.957409 SUCCESS  12
000011011   23   22   24   36   30   28   27   17 10.520369 0.230384 SUCCESS  13
000011101   31   13   21   22   17   31   27   15 16.278269 0.038566 SUCCESS  14
000011111   27   16   23   27   26   29   17   31  8.815771 0.358075 SUCCESS  15
000100011   32   21   28   30   19   23   23   30  7.546094 0.479015 SUCCESS  16
000100101   23   23   22   27   22   26   24   20  1.874913 0.984609 SUCCESS  17
000100111   26   20   32   16   13   13   19   22 18.852047 0.015671 SUCCESS  18
000101001   20   28   15   24   24   26   26   18  7.076750 0.528375 SUCCESS  19
000101011   24   25   28   31   31   22   29   27  5.691888 0.681700 SUCCESS  20
000101101   29   26   21   23   33   23   28   38 13.182852 0.105711 SUCCESS  21
000101111   24   21   32   15   33   28   22   29 11.511353 0.174374 SUCCESS  22
000110011   22   31   29   30   30   30   31   31 10.667991 0.221230 SUCCESS  23
000110101   23   29   27   13   13   24   25   19 13.532377 0.094798 SUCCESS  24
000110111   28   24   26   27   25   27   22   13  7.001947 0.536423 SUCCESS  25
000111001   28   27   28   25   25   22   20   29  3.376945 0.908527 SUCCESS  26
000111011   26   25   15   22   21   30   22   19  7.407078 0.493415 SUCCESS  27
000111101   18   24   27   17   22   28   36   26 10.951318 0.204473 SUCCESS  28
000111111   29   21   20   31   24   26   21   25  4.672440 0.791943 SUCCESS  29
001000011   23   22   24   27   27   25   20   22  1.985464 0.981454 SUCCESS  30
001000101   30   24   23   24   26   29   21   27  3.207478 0.920670 SUCCESS  31
001000111   32   27   30   35   19   32   22   25 12.767791 0.120093 SUCCESS  32
001001011   21   22   18   28   26   28   26   22  4.027671 0.854618 SUCCESS  33
001001101   20   27   16   26   26   23   24   25  4.416915 0.817687 SUCCESS  34
001001111   21   27   24   23   23   22   20   25  2.027168 0.980168 SUCCESS  35
001010011   28   30   21   23   21   25   31   20  5.621719 0.689520 SUCCESS  36
001010101   28   20   25   23   29   19   23   19  4.916710 0.766440 SUCCESS  37
001010111   28   26   26   21   34   22   26   32  7.962479 0.437144 SUCCESS  38
001011011   28   20   17   21   27   20   20   24  6.110260 0.634883 SUCCESS  39
001011101   21   28   28   22   20   17   24   32  7.425614 0.491483 SUCCESS  40
001011111   25   23   20   18   32   22   24   28  5.900412 0.658386 SUCCESS  41
001100101   27   26   26   18   23   20   20   22  4.204420 0.838225 SUCCESS  42
001100111   18   39   26   34   26   29   25   24 15.809588 0.045188 SUCCESS  43
001101011   24   22   24   13   16   25   26   24  8.880645 0.352465 SUCCESS  44
001101101   18   18   19   28   22   20   35   23 11.161166 0.192734 SUCCESS  45
001101111   25   29   26   26   25   32   24   15  7.342204 0.500201 SUCCESS  46
001110101   27   24   25   28   27   32   25   22  3.852247 0.870202 SUCCESS  47
001110111   25   17   21   11   18   29   27   21 13.836888 0.086117 SUCCESS  48
001111011   20   22   27   13   19   28   38   20 17.296394 0.027167 SUCCESS  49
001111101   25   19   28   28   25   18   23   39 13.214627 0.104675 SUCCESS  50
001111111   29   29   22   33   24   24   22   22  5.673353 0.683768 SUCCESS  51
010000011   24   15   24   19   26   23   28   25  5.746833 0.675566 SUCCESS  52
010000111   22   20   21   22   23   29   24   30  4.112405 0.846842 SUCCESS  53
010001011   28   30   29   22   27   26   22   30  4.988204 0.758836 SUCCESS  54
010001111   34   30   27   35   21   23   20   32 14.123525 0.078602 SUCCESS  55
010010011   22   26   21   20   28   17   21   25  5.034543 0.753878 SUCCESS  56
010010111   19   19   21   28   18   25   27   22  5.788538 0.670905 SUCCESS  57
010011011   16   27   14   27   25   19   21   19 11.116813 0.195168 SUCCESS  58
010011111   26   30   21   15   23   25   23   36 11.553058 0.172287 SUCCESS  59
010100011   23   34   35   28   21   18   21   27 12.299771 0.138322 SUCCESS  60
010100111   28   28   24   20   18   33   40   25 17.122294 0.028861 SUCCESS  61
010101011   23   24   20   19   28   19   28   25  4.493043 0.810129 SUCCESS  62
010101111   31   28   23   21   30   26   21   22  5.139135 0.742607 SUCCESS  63
010110011   27   21   26   20   31   24   32   21  6.494870 0.591977 SUCCESS  64
010110111   23   22   21   22   21   28   19   20  4.152785 0.843082 SUCCESS  65
010111011   26   25   22   30   27   22   25   32  4.690975 0.790037 SUCCESS  66
010111111   25   22   25   22   25   19   22   30  3.341198 0.911159 SUCCESS  67
011000111   20   26   30   27   30   24   24   23  3.970079 0.859813 SUCCESS  68
011001111   19   26   25   30   28   24   30   29  5.470787 0.706274 SUCCESS  69
011010111   23   18   22   22   20   19   18   21  6.582913 0.582226 SUCCESS  70
011011111   20   24   20   25   23   32   26   18  6.035456 0.643260 SUCCESS  71
011101111   26   28   21   21   16   25   27   25  4.942527 0.763701 SUCCESS  72
011111111   23   25   26   20   27   26   34   24  5.334419 0.721308 SUCCESS  73
100000000   19   38   24   16   22   24   18   24 14.059313 0.080232 SUCCESS  74
100010000   29   27   22   21   25   17   28   27  5.087501 0.748184 SUCCESS  75
100100000   23   27   24   19   26   23   23   25  1.900730 0.983905 SUCCESS  76
100101000   20   34   24   34   21   33   17   30 15.910209 0.043683 SUCCESS  77
100110000   26   19   20   28   20   29   25   14  9.025619 0.340139 SUCCESS  78
100111000   23   18   27   31   26   30   19   26  6.731859 0.565820 SUCCESS  79
101000000   13   42   19   22   22   19   22   17 24.149871 0.002163 FAILURE  80
101000100   25   25   24   22   19   27   28   30  3.681456 0.884660 SUCCESS  81
101001000   28   29   23   30   20   24   25   17  6.019568 0.645040 SUCCESS  82
101001100   22   26   27   28   15   24   27   15  8.966703 0.345113 SUCCESS  83
101010000   23   23   26   17   23   19   26   23  4.102475 0.847761 SUCCESS  84
101010100   26   22   31   17   25   27   28   12 11.882062 0.156544 SUCCESS  85
101011000   32   20   26   23   31   23   27   31  7.521601 0.481537 SUCCESS  86
101011100   33   20   29   22   29   36   28   31 14.090426 0.079439 SUCCESS  87
101100000   23   24   25   27   26   24   26   28  1.165271 0.996973 SUCCESS  88
101100100   14   22   25   28   34   30   20   23 11.527240 0.173576 SUCCESS  89
101101000   21   23   29   16   15   21   26   29  9.694880 0.287098 SUCCESS  90
101101100   22   24   20   24   26   22   17   33  6.882790 0.549330 SUCCESS  91
101110000   36   15   33   12   23   26   25   23 19.381631 0.012947 SUCCESS  92
101110100   18   26   21   23   19   24   20   23  4.559241 0.803477 SUCCESS  93
101111000   28   35   22   17   29   33   28   25 12.470562 0.131411 SUCCESS  94
101111100   20   19   23   24   22   27   22   24  2.924813 0.938987 SUCCESS  95
110000000   26   31   26   17   21   25   21   20  6.196317 0.625252 SUCCESS  96
110000010   28   24   25   19   13   21   18   30 10.863937 0.209529 SUCCESS  97
110000100   29   26   21   27   17   26   26   19  5.552873 0.697175 SUCCESS  98
110001000   34   18   25   26   34   21   26   25 10.283380 0.245697 SUCCESS  99
110001010   19   27   30   34   29   19   27   21  9.664429 0.289373 SUCCESS 100
110010000   26   18   30   21   26   22   22   26  4.366605 0.822626 SUCCESS 101
110010010   11   30   18   28   33   27   23   25 14.738504 0.064434 SUCCESS 102
110010100   31   20   27   24   24   29   23   26  4.054812 0.852145 SUCCESS 103
110011000   27   24   17   25   35   22   31   21  9.968940 0.267213 SUCCESS 104
110011010   26   20   30   31   25   22   17   24  6.688830 0.570547 SUCCESS 105
110100000   19   23   19   23   22   24   26   23  3.077068 0.929428 SUCCESS 106
110100010   26   23   29   25   27   22   35   29  7.293218 0.505352 SUCCESS 107
110100100   31   25   28   27   25   18   21   29  5.834214 0.665796 SUCCESS 108
110101000   24   28   28   26   21   14   25   26  6.408813 0.601539 SUCCESS 109
110101010   21   26   26   13   24   27   33   18 11.373661 0.181412 SUCCESS 110
110101100   37   21   29   18   26   28   33   31 15.487866 0.050325 SUCCESS 111
110110000   18   24   23   32   33   21   27   17 10.501834 0.231554 SUCCESS 112
110110010   26   29   24   26   20   20   19   21  4.484437 0.810988 SUCCESS 113
110110100   27   17   22   30   17   18   26   29  9.238114 0.322609 SUCCESS 114
110111000   30   14   25    7   22   21   20   21 20.792310 0.007720 FAILURE 115
110111010   21   25   24   21   24   27   26   27  1.689559 0.989096 SUCCESS 116
110111100   27   28   22   18   28   32   21   22  6.545180 0.586401 SUCCESS 117
111000000   32   33   27   22   19   24   22   23  7.681138 0.465221 SUCCESS 118
111000010   27   27   24   19   25   30   25   25  3.190267 0.921856 SUCCESS 119
111000100   24   14   21   17   26   24   24   23  7.601038 0.473379 SUCCESS 120
111000110   27   26   20   18   26   30   27   15  8.416597 0.393869 SUCCESS 121
111001000   29   26   33   21   14   19   23   29 11.425296 0.178746 SUCCESS 122
111001010   20   19   24   25   33   31   25   32  9.520780 0.300283 SUCCESS 123
111001100   19   31   20   27   30   22   25   20  6.595491 0.580836 SUCCESS 124
111010000   29   23   14   30   23   24   23   23  7.145596 0.521009 SUCCESS 125
111010010   14   27   29   24   26   21   25   32  8.832983 0.356581 SUCCESS 126
111010100   22   26   24   26   23   22   32   25  3.257789 0.917154 SUCCESS 127
111010110   33   28   30   22   22   24   19   26  6.851015 0.552789 SUCCESS 128
111011000   24   27   30   30   25   22   37   18 11.673538 0.166375 SUCCESS 129
111011010   29   15   18   27   22   19   16   25 11.142630 0.193748 SUCCESS 130
111011100   26   18   21   17   27   21   26   20  6.355854 0.607437 SUCCESS 131
111100000   27   41   20   25   24   29   20   27 14.808674 0.062974 SUCCESS 132
111100010   20   22   21   18   34   21   20   23  8.584740 0.378527 SUCCESS 133
111100100   26   18   26   23   17   28   23   29  5.883201 0.660313 SUCCESS 134
111100110   19   23   24   32   26   26   20   24  4.816089 0.777040 SUCCESS 135
111101000   30   17   21   31   28   30   31   29 10.606427 0.225012 SUCCESS 136
111101010   21   24   34   26   26   23   34   23  8.690657 0.369060 SUCCESS 137
111101100   21   27   28   22   28   19   30   18  6.417418 0.600581 SUCCESS 138
111101110   31   33   22   14   22   24   25   23 10.154294 0.254363 SUCCESS 139
111110000   23   32   16   24   17   24   21   26  8.449696 0.390819 SUCCESS 140
111110010   18   12   20   33   22   33   26   30 17.017701 0.029925 SUCCESS 141
111110100   32   21   19   24   24   28   28   30  6.614026 0.578789 SUCCESS 142
111110110   23   23   21   26   33   15   22   28  8.433809 0.392281 SUCCESS 143
111111000   22   24   24   18   29   18   17   20  7.761899 0.457067 SUCCESS 144
111111010   33   27   22   17   26   27   31   29  9.122930 0.332032 SUCCESS 145
111111100   17   26   25   23   25   28   25   18  4.840582 0.774471 SUCCESS 146
111111110   23   25   26   20   27   26   34   24  5.334419 0.721308 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   24   37   32   29   26   35   23   22 15.276694 0.053983 SUCCESS   0
000000011   30   29   32   29   26   40   22   24 16.243184 0.039029 SUCCESS   1
000000101   21   27   24   33   17   22   17   37 15.526922 0.049674 SUCCESS   2
000000111   32   34   33   21   24   33   21   31 15.454767 0.050883 SUCCESS   3
000001001   20   32   26   20   19   18   19   16 11.388225 0.180657 SUCCESS   4
000001011   24   27   24   36   28   21   20   34 11.766877 0.161912 SUCCESS   5
000001101   21   28   20   24   33   25   27   27  5.588620 0.693203 SUCCESS   6
000001111   28   24   28   25   20   28   29   17  5.706452 0.680075 SUCCESS   7
000010001   26   15   29   25   18   21   31   26  8.942209 0.347195 SUCCESS   8
000010011   23   29   29   21   23   23   18   18  6.001033 0.647116 SUCCESS   9
000010101   30   25   21   30   29   29   22   23  5.284109 0.726823 SUCCESS  10
000010111   32   30   19   30   25   22   19   36 13.537673 0.094641 SUCCESS  11
000011001   11   22   27   19   29   30   30   26 13.035230 0.110643 SUCCESS  12
000011011   22   24   28   19   33   20   15   20 10.550820 0.228471 SUCCESS  13
000011101   29   21   35   10   28   32   20   27 19.035415 0.014671 SUCCESS  14
000011111   23   21   24   22   19   20   26   22  3.229324 0.919153 SUCCESS  15
000100011   25   23   29   21   15   25   15   28  9.534019 0.299265 SUCCESS  16
000100101   15   31   17   31   20   26   34   20 15.407766 0.051685 SUCCESS  17
000100111   25   20   24   25   25   30   21   24  2.697754 0.951871 SUCCESS  18
000101001   25   28   22   27   20   25   25   20  2.765276 0.948213 SUCCESS  19
000101011   18   25   19   23   26   27   28   26  4.121010 0.846044 SUCCESS  20
000101101   18   26   19   25   27   28   30   25  5.274179 0.727910 SUCCESS  21
000101111   30   27   24   34   25   26   31   30  8.828349 0.356983 SUCCESS  22
000110011   24   27   24   21   23   24   26   24  0.994480 0.998283 SUCCESS  23
000110101   27   22   26   30   32   35   20   30 11.327323 0.183833 SUCCESS  24
000110111   22   22   21   22   28   20   19   21  4.313647 0.827775 SUCCESS  25
000111001   26   30   19   22   24   24   28   26  3.588117 0.892244 SUCCESS  26
000111011   22   24   27   14   28   26   15   24  9.525413 0.299927 SUCCESS  27
000111101   29   26   21   23   18   28   22   25  4.121010 0.846044 SUCCESS  28
000111111   20   19   19   23   22   19   22   24  5.100741 0.746757 SUCCESS  29
